address,weight
0x52eC338681d1e3Dc7386877b421Fd983043bff0D,0.106100795755968
0x44E8f6A55201d71539734C93976110bD0F7107C0,0.106100795755968
0x738f0CeE2e160178CD61C1792AdcFdb8De10E6de,0.106100795755968
0xe4ca8BcFD2Ac38a0c4F9F3013C99080c10e44450,0.106100795755968
0x02c176cD7d7d4c277DBe0FBfB18fF63B7e5e8C9D,0.106100795755968
0x9C21caDAC8e5465FAB93e09E69c6aE19bd40f286,0.106100795755968
0xc8607E843eceAbf0e47Ce066177d145Dd940C61E,0.106100795755968
0x811182755B99Ca054C8e37090e0Ba904BFb0c5a4,0.106100795755968
0x924C0AF9D5D988DAEb3f06eaE3D0831243Aef463,0.106100795755968
0x959e2a4db1fA5d56B810759f2E6D80a01Eb9E892,0.106100795755968
0xa669a107CE241629DFe07Dc285C9807B6Cc59ba1,0.106100795755968
0xf9c991E5E84954561A4625A0DC0D879Fd7fbbebc,0.106100795755968
0x7A04ED81f52dbbBCb68e991727aE9dA18b304f80,0.106100795755968
0xd2b70cdad5ce6092dd2311dca5f9e610d423c246,0.106100795755968
0xE8A17b156B7f223661d6be4aEC1a75BF2ac758bF,0.106100795755968
0x45fcbd4e1652c7a1ab9bccc982a7b7dd5613d514,0.106100795755968
0x317F7aA365570F3105a6725Ffb647069507f6408,0.106100795755968
0x0101EaEE8D0013234C32936963FF504a9954220B,0.106100795755968
0xA3B583470A53aeb2848d9b24D0f385Be40CfA127,0.106100795755968
0xd52eF1Ee063D522Ac5E99E9ee2E6E4b65fC27Cd6,0.106100795755968
0x944c57E353c601Ee61066d3d1a7Fa86aA4896640,0.106100795755968
0x785B9d476eafb1E81f83Dc539ea95C15E7bdC3E9,0.106100795755968
0xB96CdFB0486bF4C6ef558558Dc351883Bec7D263,0.106100795755968
0x97b3BA3ed727082aEEfc30f46f7D648938a06d39,0.106100795755968
0x5623653B86921e316f481F5C5EAdc89E1809e5fE,0.106100795755968
0xb75CC5073eC07374C68BCF3bd3c94E8D49284a61,0.106100795755968
0xc36f2fe0f39a46a45c89bbF92D2531F7D1389062,0.106100795755968
0x49b14190107247c50d752f7c7697607735d89c5c,0.106100795755968
0xa2Ce8Bb4d2b018eD0F807aDc835cb8100BAeb9BD,0.106100795755968
0x4D234519EEFb6BEcA8Dd7d192939bB218218DB00,0.106100795755968
0x36B8aa79B05333397B0dA314566D280dF14CC9FF,0.106100795755968
0x04df8C1cBa27019eb0e7aD6DC9927d02b7c52478,0.106100795755968
0x390d727c1Fa341f9933BB795e89a9D0376811842,0.106100795755968
0xDBC65077e8eBBB22B49B58CAa6b49A6A90C174DE,0.106100795755968
0xD60fAbD72D787b37Ce36980Ff43fb19927D3A8D7,0.106100795755968
0x5014FA8A46A418038bfe302791c00819Ace04Cd6,0.106100795755968
0xa2b2f10a3c542fed3a53654cca97d34f628f55e3,0.106100795755968
0xc21E42756844b96C9FACaaDAce3402B0B51E4126,0.106100795755968
0x329a439Dc9ee46a8fb4A3F4a84aAc9d6F5277950,0.106100795755968
0xbB0681e131d704cb86bdA625A730c7866e262A3A,0.106100795755968
0x4f5F9dB14E195484cf7790fD3946CF6e66A166B0,0.106100795755968
0x5c6EAb623d6077cf754aDBeA779a127C2a97539D,0.106100795755968
0xF9640fd522d2228Ae90D148d656B49DB922c6f37,0.106100795755968
0x0d589fe6064956d49f0f9ec4fc89dbdf36db9362,0.106100795755968
0x0c8Ab35eACED5E2a5a1BC468743156D4aA5E9268,0.106100795755968
0x10E4De14Fbd0F71665d05336eA9b74B4c59b56b3,0.106100795755968
0x53F37B46249c94d1421D8676255DbE7F5E6b5b60,0.106100795755968
0x10c1Af10e3703D377f69BA9f4D17A5f3b8D3F501,0.106100795755968
0x7Fc1Ccd50FFfF00284456De6Ebc16b11c8660EB6,0.106100795755968
0x94f10cfd75b620fe64381186c0eb3aa560d557d9,0.106100795755968
0xf23D2D15B68D5FC44cD578e15a2Df944038Bb317,0.106100795755968
0xEf101Ae9Dc875A3347cdBA49c340c9D2B9C792A7,0.106100795755968
0x2456e5Eb5fB7A50242B9Bff710FB81Aa176fD744,0.106100795755968
0xbF3F787122E6D50488E5443587B079efD25E6383,0.106100795755968
0x72b6aB701CdF16fe01fD1B4cF87409dfeC80D3a7,0.106100795755968
